TRANSACTION_ID=316917, TX_DATETIME=2018-05-04 00:02:25, CUSTOMER_ID=2924, TERMINAL_ID=1711, TX_AMOUNT=85.38, TX_TIME_SECONDS=2851345, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=4.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=57.91000000000005, CUSTOMER_ID_NB_TX_7DAY_WINDOW=17.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=50.76058823529413, CUSTOMER_ID_NB_TX_30DAY_WINDOW=77.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=56.188051948051964, TERMINAL_ID_NB_TX_1DAY_WINDOW=0.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=6.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=17.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317108, TX_DATETIME=2018-05-04 01:52:29, CUSTOMER_ID=601, TERMINAL_ID=433, TX_AMOUNT=4.54, TX_TIME_SECONDS=2857949, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=4.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=5.645000000000001, CUSTOMER_ID_NB_TX_7DAY_WINDOW=18.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=6.344999999999997, CUSTOMER_ID_NB_TX_30DAY_WINDOW=75.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=7.0684, TERMINAL_ID_NB_TX_1DAY_WINDOW=0.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=9.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=29.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317109, TX_DATETIME=2018-05-04 01:52:44, CUSTOMER_ID=1401, TERMINAL_ID=2065, TX_AMOUNT=54.97, TX_TIME_SECONDS=2857964, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=3.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=123.45333333333342, CUSTOMER_ID_NB_TX_7DAY_WINDOW=17.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=100.22529411764704, CUSTOMER_ID_NB_TX_30DAY_WINDOW=74.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=95.25675675675676, TERMINAL_ID_NB_TX_1DAY_WINDOW=1.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=5.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=26.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317110, TX_DATETIME=2018-05-04 01:53:04, CUSTOMER_ID=2096, TERMINAL_ID=6558, TX_AMOUNT=32.8, TX_TIME_SECONDS=2857984, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=4.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=34.937500000000014, CUSTOMER_ID_NB_TX_7DAY_WINDOW=18.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=30.325555555555542, CUSTOMER_ID_NB_TX_30DAY_WINDOW=76.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=29.932631578947376, TERMINAL_ID_NB_TX_1DAY_WINDOW=3.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=6.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=26.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317111, TX_DATETIME=2018-05-04 01:53:14, CUSTOMER_ID=1764, TERMINAL_ID=5532, TX_AMOUNT=79.01, TX_TIME_SECONDS=2857994, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=2.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=92.12500000000001, CUSTOMER_ID_NB_TX_7DAY_WINDOW=23.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=69.99478260869564, CUSTOMER_ID_NB_TX_30DAY_WINDOW=92.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=74.73782608695656, TERMINAL_ID_NB_TX_1DAY_WINDOW=1.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=9.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=22.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317112, TX_DATETIME=2018-05-04 01:54:19, CUSTOMER_ID=742, TERMINAL_ID=1789, TX_AMOUNT=41.55, TX_TIME_SECONDS=2858059, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=4.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=42.0125, CUSTOMER_ID_NB_TX_7DAY_WINDOW=23.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=39.53478260869566, CUSTOMER_ID_NB_TX_30DAY_WINDOW=93.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=39.05462365591397, TERMINAL_ID_NB_TX_1DAY_WINDOW=4.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=10.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=34.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317113, TX_DATETIME=2018-05-04 01:54:44, CUSTOMER_ID=1850, TERMINAL_ID=2066, TX_AMOUNT=20.03, TX_TIME_SECONDS=2858084, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=3.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=31.903333333333336, CUSTOMER_ID_NB_TX_7DAY_WINDOW=7.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=18.457142857142856, CUSTOMER_ID_NB_TX_30DAY_WINDOW=22.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=21.493636363636366, TERMINAL_ID_NB_TX_1DAY_WINDOW=2.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=7.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=16.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317114, TX_DATETIME=2018-05-04 01:55:25, CUSTOMER_ID=2834, TERMINAL_ID=9946, TX_AMOUNT=137.8, TX_TIME_SECONDS=2858125, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=6.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=123.25333333333333, CUSTOMER_ID_NB_TX_7DAY_WINDOW=34.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=111.86352941176467, CUSTOMER_ID_NB_TX_30DAY_WINDOW=112.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=103.1757142857143, TERMINAL_ID_NB_TX_1DAY_WINDOW=1.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=9.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=19.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317115, TX_DATETIME=2018-05-04 01:55:29, CUSTOMER_ID=1846, TERMINAL_ID=3639, TX_AMOUNT=26.0, TX_TIME_SECONDS=2858129, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=8.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=15.157499999999999, CUSTOMER_ID_NB_TX_7DAY_WINDOW=33.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=13.823333333333329, CUSTOMER_ID_NB_TX_30DAY_WINDOW=109.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=14.561651376146797, TERMINAL_ID_NB_TX_1DAY_WINDOW=1.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=7.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=24.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317116, TX_DATETIME=2018-05-04 01:56:02, CUSTOMER_ID=3612, TERMINAL_ID=7959, TX_AMOUNT=10.31, TX_TIME_SECONDS=2858162, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=3.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=6.3433333333333435, CUSTOMER_ID_NB_TX_7DAY_WINDOW=26.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=6.398076923076927, CUSTOMER_ID_NB_TX_30DAY_WINDOW=120.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=5.71933333333333, TERMINAL_ID_NB_TX_1DAY_WINDOW=1.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=6.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=17.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317117, TX_DATETIME=2018-05-04 01:56:47, CUSTOMER_ID=1208, TERMINAL_ID=2533, TX_AMOUNT=141.26, TX_TIME_SECONDS=2858207, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=2.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=108.88000000000002, CUSTOMER_ID_NB_TX_7DAY_WINDOW=14.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=101.87571428571438, CUSTOMER_ID_NB_TX_30DAY_WINDOW=82.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=104.19329268292684, TERMINAL_ID_NB_TX_1DAY_WINDOW=0.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=4.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=12.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317118, TX_DATETIME=2018-05-04 01:57:08, CUSTOMER_ID=4417, TERMINAL_ID=2777, TX_AMOUNT=84.54, TX_TIME_SECONDS=2858228, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=2.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=66.59500000000001, CUSTOMER_ID_NB_TX_7DAY_WINDOW=2.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=66.59500000000004, CUSTOMER_ID_NB_TX_30DAY_WINDOW=15.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=66.08466666666665, TERMINAL_ID_NB_TX_1DAY_WINDOW=0.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=4.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=27.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317119, TX_DATETIME=2018-05-04 01:57:16, CUSTOMER_ID=4963, TERMINAL_ID=2373, TX_AMOUNT=4.94, TX_TIME_SECONDS=2858236, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=4.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=6.927500000000008, CUSTOMER_ID_NB_TX_7DAY_WINDOW=24.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=9.106250000000005, CUSTOMER_ID_NB_TX_30DAY_WINDOW=99.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=10.351414141414134, TERMINAL_ID_NB_TX_1DAY_WINDOW=1.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=9.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=31.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317120, TX_DATETIME=2018-05-04 01:57:27, CUSTOMER_ID=3393, TERMINAL_ID=5467, TX_AMOUNT=31.3, TX_TIME_SECONDS=2858247, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=2.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=32.13499999999999, CUSTOMER_ID_NB_TX_7DAY_WINDOW=18.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=31.265555555555554, CUSTOMER_ID_NB_TX_30DAY_WINDOW=60.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=28.588000000000008, TERMINAL_ID_NB_TX_1DAY_WINDOW=2.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=8.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=26.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317121, TX_DATETIME=2018-05-04 01:57:30, CUSTOMER_ID=2276, TERMINAL_ID=5478, TX_AMOUNT=6.02, TX_TIME_SECONDS=2858250, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=6.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=6.133333333333333, CUSTOMER_ID_NB_TX_7DAY_WINDOW=24.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=5.898333333333333, CUSTOMER_ID_NB_TX_30DAY_WINDOW=100.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=5.797599999999997, TERMINAL_ID_NB_TX_1DAY_WINDOW=0.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=4.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=14.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317122, TX_DATETIME=2018-05-04 01:57:44, CUSTOMER_ID=1079, TERMINAL_ID=7893, TX_AMOUNT=22.67, TX_TIME_SECONDS=2858264, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=1.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=22.67, CUSTOMER_ID_NB_TX_7DAY_WINDOW=4.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=23.119999999999994, CUSTOMER_ID_NB_TX_30DAY_WINDOW=21.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=31.02666666666666, TERMINAL_ID_NB_TX_1DAY_WINDOW=0.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=5.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=17.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317123, TX_DATETIME=2018-05-04 01:58:06, CUSTOMER_ID=2923, TERMINAL_ID=5840, TX_AMOUNT=10.1, TX_TIME_SECONDS=2858286, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=4.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=41.802500000000016, CUSTOMER_ID_NB_TX_7DAY_WINDOW=18.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=55.71944444444444, CUSTOMER_ID_NB_TX_30DAY_WINDOW=64.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=48.7834375, TERMINAL_ID_NB_TX_1DAY_WINDOW=0.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=5.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=20.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317124, TX_DATETIME=2018-05-04 01:58:22, CUSTOMER_ID=714, TERMINAL_ID=5068, TX_AMOUNT=92.23, TX_TIME_SECONDS=2858302, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=7.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=99.18714285714285, CUSTOMER_ID_NB_TX_7DAY_WINDOW=22.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=95.84545454545459, CUSTOMER_ID_NB_TX_30DAY_WINDOW=117.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=84.5894017094017, TERMINAL_ID_NB_TX_1DAY_WINDOW=1.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=9.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=19.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317125, TX_DATETIME=2018-05-04 01:58:22, CUSTOMER_ID=4271, TERMINAL_ID=4274, TX_AMOUNT=65.08, TX_TIME_SECONDS=2858302, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=4.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=72.58250000000008, CUSTOMER_ID_NB_TX_7DAY_WINDOW=29.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=75.82896551724134, CUSTOMER_ID_NB_TX_30DAY_WINDOW=104.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=75.80259615384611, TERMINAL_ID_NB_TX_1DAY_WINDOW=0.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=2.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=24.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317126, TX_DATETIME=2018-05-04 01:58:32, CUSTOMER_ID=2249, TERMINAL_ID=5098, TX_AMOUNT=116.12, TX_TIME_SECONDS=2858312, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=6.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=81.29166666666667, CUSTOMER_ID_NB_TX_7DAY_WINDOW=29.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=80.55137931034487, CUSTOMER_ID_NB_TX_30DAY_WINDOW=111.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=79.2110810810811, TERMINAL_ID_NB_TX_1DAY_WINDOW=2.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=5.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=22.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317128, TX_DATETIME=2018-05-04 01:58:40, CUSTOMER_ID=3885, TERMINAL_ID=6121, TX_AMOUNT=12.17, TX_TIME_SECONDS=2858320, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=3.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=8.999999999999988, CUSTOMER_ID_NB_TX_7DAY_WINDOW=28.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=9.197142857142856, CUSTOMER_ID_NB_TX_30DAY_WINDOW=91.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=10.098791208791209, TERMINAL_ID_NB_TX_1DAY_WINDOW=0.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=8.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=21.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317127, TX_DATETIME=2018-05-04 01:58:40, CUSTOMER_ID=3591, TERMINAL_ID=6532, TX_AMOUNT=46.84, TX_TIME_SECONDS=2858320, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=1.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=46.84000000000002, CUSTOMER_ID_NB_TX_7DAY_WINDOW=4.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=50.03249999999997, CUSTOMER_ID_NB_TX_30DAY_WINDOW=16.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=76.47625000000001, TERMINAL_ID_NB_TX_1DAY_WINDOW=1.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=6.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=19.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317129, TX_DATETIME=2018-05-04 01:58:41, CUSTOMER_ID=454, TERMINAL_ID=4232, TX_AMOUNT=78.84, TX_TIME_SECONDS=2858321, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=4.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=60.697500000000076, CUSTOMER_ID_NB_TX_7DAY_WINDOW=22.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=54.07545454545453, CUSTOMER_ID_NB_TX_30DAY_WINDOW=96.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=66.55968750000001, TERMINAL_ID_NB_TX_1DAY_WINDOW=3.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=11.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=27.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
TRANSACTION_ID=317130, TX_DATETIME=2018-05-04 01:58:48, CUSTOMER_ID=3100, TERMINAL_ID=9370, TX_AMOUNT=207.42, TX_TIME_SECONDS=2858328, TX_TIME_DAYS=33, TX_FRAUD=0, TX_FRAUD_SCENARIO=0, TX_DURING_WEEKEND=0, TX_DURING_NIGHT=1, CUSTOMER_ID_NB_TX_1DAY_WINDOW=1.0, CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW=207.42000000000016, CUSTOMER_ID_NB_TX_7DAY_WINDOW=20.0, CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW=101.395, CUSTOMER_ID_NB_TX_30DAY_WINDOW=124.0, CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW=89.86185483870973, TERMINAL_ID_NB_TX_1DAY_WINDOW=0.0, TERMINAL_ID_RISK_1DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_7DAY_WINDOW=3.0, TERMINAL_ID_RISK_7DAY_WINDOW=0.0, TERMINAL_ID_NB_TX_30DAY_WINDOW=15.0, TERMINAL_ID_RISK_30DAY_WINDOW=0.0
